Accession	Title	Sample Type	Taxonomy	Channels	Platform	Series	Supplementary Types	Supplementary Links	SRA Accession	Contact	Release Date
GSM2147958	"Karpas_DMSO48hr_1"	"RNA"	"Homo sapiens"	1	GPL570	GSE81267	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2147nnn/GSM2147958/suppl"		"Vicky Qi"	"Jan 30, 2017"
GSM2147959	"Karpas_DMSO48hr_2"	"RNA"	"Homo sapiens"	1	GPL570	GSE81267	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2147nnn/GSM2147959/suppl"		"Vicky Qi"	"Jan 30, 2017"
GSM2147960	"Karpas_DMSO48hr_3"	"RNA"	"Homo sapiens"	1	GPL570	GSE81267	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2147nnn/GSM2147960/suppl"		"Vicky Qi"	"Jan 30, 2017"
GSM2147961	"Karpas_DMSO72hr_1"	"RNA"	"Homo sapiens"	1	GPL570	GSE81267	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2147nnn/GSM2147961/suppl"		"Vicky Qi"	"Jan 30, 2017"
GSM2147962	"Karpas_DMSO72hr_2"	"RNA"	"Homo sapiens"	1	GPL570	GSE81267	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2147nnn/GSM2147962/suppl"		"Vicky Qi"	"Jan 30, 2017"
GSM2147963	"Karpas_DMSO72hr_3"	"RNA"	"Homo sapiens"	1	GPL570	GSE81267	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2147nnn/GSM2147963/suppl"		"Vicky Qi"	"Jan 30, 2017"
GSM2147964	"Karpas_DMSO144hr_1"	"RNA"	"Homo sapiens"	1	GPL570	GSE81267	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2147nnn/GSM2147964/suppl"		"Vicky Qi"	"Jan 30, 2017"
GSM2147965	"Karpas_DMSO144hr_2"	"RNA"	"Homo sapiens"	1	GPL570	GSE81267	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2147nnn/GSM2147965/suppl"		"Vicky Qi"	"Jan 30, 2017"
GSM2147966	"Karpas_DMSO144hr_3"	"RNA"	"Homo sapiens"	1	GPL570	GSE81267	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2147nnn/GSM2147966/suppl"		"Vicky Qi"	"Jan 30, 2017"
GSM2147967	"Karpas_EED2268hr_1"	"RNA"	"Homo sapiens"	1	GPL570	GSE81267	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2147nnn/GSM2147967/suppl"		"Vicky Qi"	"Jan 30, 2017"
GSM2147968	"Karpas_EED2268hr_2"	"RNA"	"Homo sapiens"	1	GPL570	GSE81267	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2147nnn/GSM2147968/suppl"		"Vicky Qi"	"Jan 30, 2017"
GSM2147969	"Karpas_EED2268hr_3"	"RNA"	"Homo sapiens"	1	GPL570	GSE81267	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2147nnn/GSM2147969/suppl"		"Vicky Qi"	"Jan 30, 2017"
GSM2147970	"Karpas_EED22624hr_1"	"RNA"	"Homo sapiens"	1	GPL570	GSE81267	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2147nnn/GSM2147970/suppl"		"Vicky Qi"	"Jan 30, 2017"
GSM2147971	"Karpas_EED22624hr_2"	"RNA"	"Homo sapiens"	1	GPL570	GSE81267	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2147nnn/GSM2147971/suppl"		"Vicky Qi"	"Jan 30, 2017"
GSM2147972	"Karpas_EED22624hr_3"	"RNA"	"Homo sapiens"	1	GPL570	GSE81267	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2147nnn/GSM2147972/suppl"		"Vicky Qi"	"Jan 30, 2017"
GSM2147973	"Karpas_EED22648hr_1"	"RNA"	"Homo sapiens"	1	GPL570	GSE81267	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2147nnn/GSM2147973/suppl"		"Vicky Qi"	"Jan 30, 2017"
GSM2147974	"Karpas_EED22648hr_2"	"RNA"	"Homo sapiens"	1	GPL570	GSE81267	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2147nnn/GSM2147974/suppl"		"Vicky Qi"	"Jan 30, 2017"
GSM2147975	"Karpas_EED22648hr_3"	"RNA"	"Homo sapiens"	1	GPL570	GSE81267	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2147nnn/GSM2147975/suppl"		"Vicky Qi"	"Jan 30, 2017"
GSM2147976	"Karpas_EED22672hr_1"	"RNA"	"Homo sapiens"	1	GPL570	GSE81267	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2147nnn/GSM2147976/suppl"		"Vicky Qi"	"Jan 30, 2017"
GSM2147977	"Karpas_EED22672hr_2"	"RNA"	"Homo sapiens"	1	GPL570	GSE81267	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2147nnn/GSM2147977/suppl"		"Vicky Qi"	"Jan 30, 2017"
GSM2147978	"Karpas_EED22672hr_3"	"RNA"	"Homo sapiens"	1	GPL570	GSE81267	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2147nnn/GSM2147978/suppl"		"Vicky Qi"	"Jan 30, 2017"
GSM2147979	"Karpas_EED226144hr_1"	"RNA"	"Homo sapiens"	1	GPL570	GSE81267	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2147nnn/GSM2147979/suppl"		"Vicky Qi"	"Jan 30, 2017"
GSM2147980	"Karpas_EED226144hr_2"	"RNA"	"Homo sapiens"	1	GPL570	GSE81267	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2147nnn/GSM2147980/suppl"		"Vicky Qi"	"Jan 30, 2017"
GSM2147981	"Karpas_EED226144hr_3"	"RNA"	"Homo sapiens"	1	GPL570	GSE81267	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2147nnn/GSM2147981/suppl"		"Vicky Qi"	"Jan 30, 2017"
GSM2277440	"lymphocytes_0Gy_rep1"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277440/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277441	"lymphocytes_2Gy_rep1"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277441/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277442	"lymphocytes_2Gy_rep2"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277442/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277443	"lymphocytes_0Gy_rep2"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277443/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277444	"lymphocytes_2Gy_rep3"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277444/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277445	"lymphocytes_0Gy_rep3"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277445/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277446	"lymphocytes_2Gy_rep4"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277446/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277447	"lymphocytes_2Gy_rep5"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277447/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277448	"lymphocytes_0Gy_rep4"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277448/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277449	"lymphocytes_0Gy_rep5"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277449/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277450	"lymphocytes_2Gy_rep6"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277450/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277451	"lymphocytes_0Gy_rep6"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277451/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277452	"lymphocytes_2Gy_rep7"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277452/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277453	"lymphocytes_2Gy_rep8"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277453/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277454	"lymphocytes_0Gy_rep7"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277454/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277455	"lymphocytes_0Gy_rep8"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277455/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277456	"lymphocytes_2Gy_rep9"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277456/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277457	"lymphocytes_0Gy_rep9"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277457/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277458	"lymphocytes_2Gy_rep10"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277458/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277459	"lymphocytes_0Gy_rep10"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277459/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277460	"lymphocytes_2Gy_rep11"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277460/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277461	"lymphocytes_0Gy_rep11"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277461/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277462	"lymphocytes_2Gy_rep12"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277462/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277463	"lymphocytes_0Gy_rep12"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277463/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277464	"lymphocytes_0Gy_rep13"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277464/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277465	"lymphocytes_2Gy_rep13"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277465/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277466	"lymphocytes_0Gy_rep14"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277466/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277467	"lymphocytes_2Gy_rep14"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277467/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277468	"lymphocytes_0Gy_rep15"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277468/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277469	"lymphocytes_2Gy_rep15"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277469/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277470	"lymphocytes_0Gy_rep16"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277470/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277471	"lymphocytes_2Gy_rep16"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277471/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277472	"lymphocytes_0Gy_rep17"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277472/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277473	"lymphocytes_2Gy_rep17"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277473/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277474	"lymphocytes_0Gy_rep18"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277474/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277475	"lymphocytes_2Gy_rep18"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277475/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277476	"lymphocytes_0Gy_rep19"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277476/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277477	"lymphocytes_2Gy_rep19"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277477/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277478	"lymphocytes_0Gy_rep20"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277478/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277479	"lymphocytes_2Gy_rep20"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277479/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277480	"lymphocytes_0Gy_rep21"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277480/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277481	"lymphocytes_2Gy_rep21"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277481/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277482	"lymphocytes_0Gy_rep22"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277482/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277483	"lymphocytes_2Gy_rep22"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277483/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277484	"lymphocytes_0Gy_rep23"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277484/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277485	"lymphocytes_2Gy_rep23"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277485/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277486	"lymphocytes_0Gy_rep24"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277486/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277487	"lymphocytes_2Gy_rep24"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277487/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277488	"lymphocytes_0Gy_rep25"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277488/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277489	"lymphocytes_2Gy_rep25"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277489/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277490	"lymphocytes_0Gy_rep26"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277490/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277491	"lymphocytes_2Gy_rep26"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277491/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277492	"lymphocytes_0Gy_rep27"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277492/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277493	"lymphocytes_2Gy_rep27"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277493/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277494	"lymphocytes_0Gy_rep28"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277494/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277495	"lymphocytes_2Gy_rep28"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277495/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277496	"lymphocytes_0Gy_rep29"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277496/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277497	"lymphocytes_0Gy_rep30"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277497/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277498	"lymphocytes_2Gy_rep29"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277498/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277499	"lymphocytes_2Gy_rep30"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277499/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277500	"lymphocytes_0Gy_rep31"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277500/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277501	"lymphocytes_2Gy_rep31"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277501/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277502	"lymphocytes_0Gy_rep32"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277502/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277503	"lymphocytes_2Gy_rep32"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277503/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277504	"lymphocytes_0Gy_rep33"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277504/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277505	"lymphocytes_2Gy_rep33"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277505/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277506	"lymphocytes_0Gy_rep34"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277506/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277507	"lymphocytes_2Gy_rep34"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277507/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277508	"lymphocytes_0Gy_rep35"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277508/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277509	"lymphocytes_2Gy_rep35"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277509/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277510	"lymphocytes_2Gy_rep36"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277510/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277511	"lymphocytes_0Gy_rep36"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277511/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277512	"lymphocytes_2Gy_rep37"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277512/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277513	"lymphocytes_0Gy_rep37"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277513/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277514	"lymphocytes_2Gy_rep38"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277514/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277515	"lymphocytes_0Gy_rep38"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277515/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277516	"lymphocytes_2Gy_rep39"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277516/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277517	"lymphocytes_0Gy_rep39"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277517/suppl"		"Perry D Moerland"	"Jan 30, 2017"
GSM2277518	"lymphocytes_0Gy_rep40"	"RNA"	"Homo sapiens"	1	GPL13158	GSE85570	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2277nnn/GSM2277518/suppl"		"Perry D Moerland"	"Jan 30, 2017"
